,id,conversation_id,created_at,date,time,timezone,user_id,username,name,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,video,thumbnail,reply_to,Data,ذكاء اصطناعي,تطور,المستقبل,فنتك,عاصمة التقنية,آفاق جديدة,استثمار,استثمارات,Processed_Tweets,Polarity,Sentiment
0,1622718511909949441,1622718511909949441,2023-02-06 22:06:56 UTC,2023-02-06,22:06:56,0,418182612,phdahmad,Dr.Ahmad Alhindi د.أحمد حسن الهندي,🌟ابننا الغالي محمد احد الابطال المطورين و المبدعين معي في مقرر #البرمجة   حضر #ليب23 #LEAP23  وبيعمل تغطية رائعة في حسابه لا تفوتكم يا مبدعي #كلية_الحاسب_جامعة_أم_القرى  وجميع الشباب في مجموعات البرمجة🎉🌟,ar,[],[],[],0,0,0,"['البرمجة', 'ليب23', 'leap23', 'كلية_الحاسب_جامعة_أم_القرى']",[],https://twitter.com/phdahmad/status/1622718511909949441,False,0,,[],,,,,,,,,,🌟ابننا الغالي محمد احد الابطال المطورين و المبدعين معي في مقرر #البرمجة   حضر #ليب23 #LEAP23  وبيعمل تغطية رائعة في حسابه لا تفوتكم يا مبدعي #كلية_الحاسب_جامعة_أم_القرى  وجميع الشباب في مجموعات البرمجة🎉🌟,0.0,Neutral
1,1622718415440936982,1622718415440936982,2023-02-06 22:06:33 UTC,2023-02-06,22:06:33,0,1536510144833519617,444hhhgg,h,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/ZEWHj46OtC",en,[],['https://app.ingo.me/q/7abwd'],[],0,0,0,['leap23'],[],https://twitter.com/444hhhgg/status/1622718415440936982,False,0,,[],,,,,,,,,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/ZEWHj46OtC",0.0,Neutral
2,1622718192417210424,1622718192417210424,2023-02-06 22:05:40 UTC,2023-02-06,22:05:40,0,3144644218,ahmedkaram_t,Ahmed Karam أحمد كرم,في #ليب23.. أطلقت #سدايا #مبادرة #البيئة_التشريعية_التجريبية #للبيانات و#الخصوصية في نسختها الأولى لدعم #الابتكار و#ريادة_الأعمال في مختلف المجالات. In #Leap23.. #SDAIA launched the #experimental #legislative #environment #initiative for #data and #pr… https://t.co/7K6GgsHOGd,ar,[],['https://lnkd.in/dTDubbiK'],[],0,0,0,"['ليب23', 'سدايا', 'مبادرة', 'البيئة_التشريعية_التجريبية', 'للبيانات', 'الابتكار', 'leap23', 'sdaia', 'experimental', 'legislative', 'environment', 'initiative', 'data', 'pr']",[],https://twitter.com/AhmedKaram_t/status/1622718192417210424,False,0,,[],data,,,,,,,,,في #ليب23.. أطلقت #سدايا #مبادرة #البيئة_التشريعية_التجريبية #للبيانات و#الخصوصية في نسختها الأولى لدعم #الابتكار و#ريادة_الأعمال في مختلف المجالات. In #Leap23.. #SDAIA launched the #experimental #legislative #environment #initiative for #data and #pr… https://t.co/7K6GgsHOGd,0.1,Positive
3,1622718009193406465,1622718009193406465,2023-02-06 22:04:56 UTC,2023-02-06,22:04:56,0,1267400181819064320,thinkin_ca,ThinkIn,حصلت المملكة على استثمارات وصلت ل 9 مليار دولار خلال الساعات الأولى من مؤتمر Leap23 .  شركة ميتا ستكون كذلك من ضمن المستثمرين في السعودية من خلال افتتاح أول أكاديمية للميتافيرس في الشرق الأوسط وشمال إفريقيا.  #السعودية #LEAP23  https://t.co/w7e0bkAsrd,ar,[],[],['https://pbs.twimg.com/media/FoUNbT3akAANuFk.jpg'],0,0,0,"['السعودية', 'leap23']",[],https://twitter.com/thinkin_ca/status/1622718009193406465,False,1,https://pbs.twimg.com/media/FoUNbT3akAANuFk.jpg,[],,,,,,,,استثمار,استثمارات,حصلت المملكة على استثمارات وصلت ل 9 مليار دولار خلال الساعات الأولى من مؤتمر Leap23 .  شركة ميتا ستكون كذلك من ضمن المستثمرين في السعودية من خلال افتتاح أول أكاديمية للميتافيرس في الشرق الأوسط وشمال إفريقيا.  #السعودية #LEAP23  https://t.co/w7e0bkAsrd,0.0,Neutral
4,1622717750350151695,1622717750350151695,2023-02-06 22:03:54 UTC,2023-02-06,22:03:54,0,2948877361,emem3227,MohammedE,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/RxIVBeWzUj",en,[],['https://app.ingo.me/q/c9awd'],[],0,0,0,['leap23'],[],https://twitter.com/emem3227/status/1622717750350151695,False,0,,[],,,,,,,,,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/RxIVBeWzUj",0.0,Neutral
5,1622717291199692805,1622717291199692805,2023-02-06 22:02:05 UTC,2023-02-06,22:02:05,0,1277055119180402688,altheb26,الثقفي,"قناة الإخبارية/ فيديو | ""حلم رؤية 2030 يتحقق""... #الإخبارية تلتقي أول روبورت بشري صنع بأيد سعودية في مؤتمر #ليب23 #نشرة_النهار #الإخبارية #LEAP23 - عبر تطبيق نبض @NabdApp   https://t.co/Fv70GJijfZ",ar,"[{'screen_name': 'nabdapp', 'name': 'تطبيق نبض nabd app', 'id': '941109194'}]",['http://nabdapp.com/t/114972699'],[],2,0,1,"['الإخبارية', 'ليب23', 'نشرة_النهار', 'الإخبارية', 'leap23']",[],https://twitter.com/Altheb26/status/1622717291199692805,False,0,,[],,,,,,,,,,"قناة الإخبارية/ فيديو | ""حلم رؤية 2030 يتحقق""... #الإخبارية تلتقي أول روبورت بشري صنع بأيد سعودية في مؤتمر #ليب23 #نشرة_النهار #الإخبارية #LEAP23 - عبر تطبيق نبض @NabdApp   https://t.co/Fv70GJijfZ",0.0,Neutral
6,1622717128297119746,1622717128297119746,2023-02-06 22:01:26 UTC,2023-02-06,22:01:26,0,240968440,mohmd_baghlaf,بغلف | Baghlaf 〽️,هل سينافس واتساب و تيليجرام بالمنطقة العربية. مؤتمر #LEAP23: إطلاق تطبيق Beem للمراسلة الفورية عالية الجودة بشراكة بين Stc و MENA Communication الصينية. ⬇️  https://t.co/Du0cHimJiM,ar,[],[],"['https://pbs.twimg.com/media/FoUMnsVXgAkWaGV.jpg', 'https://pbs.twimg.com/media/FoUMoKYXgB4a4ar.jpg']",0,0,0,['leap23'],[],https://twitter.com/MOHMD_BAGHLAF/status/1622717128297119746,False,1,https://pbs.twimg.com/media/FoUMnsVXgAkWaGV.jpg,[],,,,,,,,,,هل سينافس واتساب و تيليجرام بالمنطقة العربية. مؤتمر #LEAP23: إطلاق تطبيق Beem للمراسلة الفورية عالية الجودة بشراكة بين Stc و MENA Communication الصينية. ⬇️  https://t.co/Du0cHimJiM,0.0,Neutral
7,1622717009573326848,1622717009573326848,2023-02-06 22:00:58 UTC,2023-02-06,22:00:58,0,1444713252936638472,m24_po,ملك,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/oQxTnHz9PN",en,[],['https://app.ingo.me/q/76awd'],[],0,0,0,['leap23'],[],https://twitter.com/m24_po/status/1622717009573326848,False,0,,[],,,,,,,,,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/oQxTnHz9PN",0.0,Neutral
8,1622715920589225990,1622715920589225990,2023-02-06 21:56:38 UTC,2023-02-06,21:56:38,0,1137538710,fatimahturki_,فاطمة الرشيد,اليوم تم اعلان تخرج محمد و فيصل -ماشاء الله- ضمن حفل تخرج طلاب وطالبات أكاديمية طويق في معرض #LEAP23 وبهذه المناسبة فخوره جدًا بمسيرتهم في علوم البرمجة و الذكاء الاصطناعي لاقوة إلا بالله، وسعيده بخوضهم التجربه ونطمح بمزيد من التقدم التقني يد بيد  https://t.co/QGtrBLhEUx,ar,[],[],"['https://pbs.twimg.com/media/FoULhZDXgBMFypd.jpg', 'https://pbs.twimg.com/media/FoULhZTXgBYKaCR.jpg', 'https://pbs.twimg.com/media/FoULhZkXgAAsX4c.jpg']",0,0,0,['leap23'],[],https://twitter.com/FatimahTurki_/status/1622715920589225990,False,1,https://pbs.twimg.com/media/FoULhZDXgBMFypd.jpg,[],,,,,,,,,,اليوم تم اعلان تخرج محمد و فيصل -ماشاء الله- ضمن حفل تخرج طلاب وطالبات أكاديمية طويق في معرض #LEAP23 وبهذه المناسبة فخوره جدا بمسيرتهم في علوم البرمجة و الذكاء الاصطناعي لاقوة إلا بالله، وسعيده بخوضهم التجربه ونطمح بمزيد من التقدم التقني يد بيد  https://t.co/QGtrBLhEUx,0.0,Neutral
9,1622715597946585095,1622715597946585095,2023-02-06 21:55:21 UTC,2023-02-06,21:55:21,0,1483924531727286273,murdhi_s,م. ابو نوف,"تطبيق بيم السعودي تم اطلاقه في مؤتمر #LEAP23  التطبيق مراسلات فورية و مكالمات صوتيه و مكالمات فيديو ""بديل الواتساب""  - اتمنى تكون خوادم الاستضافة محلية و ذات نطاق عالي، عشان نجري مكالمات صوت و فيديو او مشاركة صور و فيديوهات بجودة عالية.  @TheBeemApp  https://t.co/X5urYZ9p9B",ar,"[{'screen_name': 'thebeemapp', 'name': 'beem', 'id': '1588268301477679105'}]",[],['https://pbs.twimg.com/media/FoULPJYXgAM7-Hv.jpg'],0,0,0,['leap23'],[],https://twitter.com/murdhi_s/status/1622715597946585095,False,1,https://pbs.twimg.com/media/FoULPJYXgAM7-Hv.jpg,[],,,,,,,,,,"تطبيق بيم السعودي تم اطلاقه في مؤتمر #LEAP23  التطبيق مراسلات فورية و مكالمات صوتيه و مكالمات فيديو ""بديل الواتساب""  - اتمنى تكون خوادم الاستضافة محلية و ذات نطاق عالي، عشان نجري مكالمات صوت و فيديو او مشاركة صور و فيديوهات بجودة عالية.  @TheBeemApp  https://t.co/X5urYZ9p9B",0.0,Neutral
10,1622715515411070994,1622715515411070994,2023-02-06 21:55:02 UTC,2023-02-06,21:55:02,0,474886468,saudinews50,أخبار السعودية,"""الذكاء الاصطناعي"" رؤية واعدة وطموح عالية..  الروبوت سارة.. صناعة سعودية بلهجة عامية  #LEAP23  #مؤتمر_ليب23  -  https://t.co/QoZgpWWfll",ar,[],[],['https://pbs.twimg.com/media/FoULJ67XgAczLcI.jpg'],38,10,26,"['leap23', 'مؤتمر_ليب23']",[],https://twitter.com/SaudiNews50/status/1622715515411070994,False,1,https://pbs.twimg.com/media/FoULJ67XgAczLcI.jpg,[],,,,,,,,,,"""الذكاء الاصطناعي"" رؤية واعدة وطموح عالية..  الروبوت سارة.. صناعة سعودية بلهجة عامية  #LEAP23  #مؤتمر_ليب23  -  https://t.co/QoZgpWWfll",0.0,Neutral
11,1622715372230115343,1622715372230115343,2023-02-06 21:54:27 UTC,2023-02-06,21:54:27,0,4220327104,a_a0w2,A,اخخ من الفاينلز والبروجكت 😔💔 #LEAP23,ar,[],[],[],0,0,0,['leap23'],[],https://twitter.com/a_a0w2/status/1622715372230115343,False,0,,[],,,,,,,,,,اخخ من الفاينلز والبروجكت 😔💔 #LEAP23,0.0,Neutral
12,1622715152847044631,1622715152847044631,2023-02-06 21:53:35 UTC,2023-02-06,21:53:35,0,954870573297029120,hindaalsuliman,هـنـد,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/Cq63Z66Z5f",en,[],['https://app.ingo.me/q/o1awd'],[],0,0,0,['leap23'],[],https://twitter.com/hindAalsuliman/status/1622715152847044631,False,0,,[],,,,,,,,,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/Cq63Z66Z5f",0.0,Neutral
13,1622714264384405543,1622714264384405543,2023-02-06 21:50:03 UTC,2023-02-06,21:50:03,0,169775941,alexfe15,Alex Fedosseev,"It was a bit unusual mix of KSA traditional appearance with CES-style glamour and vibe of a major tech event. One thing was clear: the hosts in Riyadh were super nice and welcoming to us, exploring guests. @1World_Online @DCMSwiss #Web3 #LEAP23",en,"[{'screen_name': '1world_online', 'name': '1world online', 'id': '834326960'}, {'screen_name': 'dcmswiss', 'name': 'dcm swiss', 'id': '1442879779561254914'}]",[],[],0,0,0,"['web3', 'leap23']",[],https://twitter.com/alexfe15/status/1622714264384405543,False,0,,[],,,,,,,,,,"It was a bit unusual mix of KSA traditional appearance with CES-style glamour and vibe of a major tech event. One thing was clear: the hosts in Riyadh were super nice and welcoming to us, exploring guests. @1World_Online @DCMSwiss #Web3 #LEAP23",0.21597222222222223,Positive
14,1622714212224040964,1622714212224040964,2023-02-06 21:49:51 UTC,2023-02-06,21:49:51,0,570276090,eng_mohammedgh,محمد الغنام,#LEAP23  #ليب23  لازم نزوره 👏🏻 مملكتنا كل سنه تبدع وتستقطب الله لا يغير علينا من ابداع لإبداع 🔝,ar,[],[],[],1,0,0,"['leap23', 'ليب23']",[],https://twitter.com/eng_mohammedgh/status/1622714212224040964,False,0,,[],,,,,,,,,,#LEAP23  #ليب23  لازم نزوره 👏🏻 مملكتنا كل سنه تبدع وتستقطب الله لا يغير علينا من ابداع لإبداع 🔝,0.0,Neutral
15,1622714168611667968,1622714168611667968,2023-02-06 21:49:41 UTC,2023-02-06,21:49:41,0,454215585,red_hadi,هادي,بكتب لكم تجربتنا مع ليب بأول يوم لأن جاني كم سؤال ويمكن الموضوع يفيد اللي ناوي يروح:  #LEAP23,ar,[],[],[],1,0,3,['leap23'],[],https://twitter.com/red_hadi/status/1622714168611667968,False,0,,[],,,,,,,,,,بكتب لكم تجربتنا مع ليب بأول يوم لأن جاني كم سؤال ويمكن الموضوع يفيد اللي ناوي يروح:  #LEAP23,0.0,Neutral
16,1622713927640514564,1622713927640514564,2023-02-06 21:48:43 UTC,2023-02-06,21:48:43,0,1392500748525744132,nora_alsa0,نورة الصالح,#LEAP23  #نبتكر_لصحتك  https://t.co/mlusMgtZuB,qme,[],[],[],0,0,0,"['leap23', 'نبتكر_لصحتك']",[],https://twitter.com/Nora_alsa0/status/1622713927640514564,False,1,https://pbs.twimg.com/ext_tw_video_thumb/1622713844513505280/pu/img/D4yNym7cI3FdHtTK.jpg,[],,,,,,,,,,#LEAP23  #نبتكر_لصحتك  https://t.co/mlusMgtZuB,0.0,Neutral
17,1622713829669961731,1622713829669961731,2023-02-06 21:48:20 UTC,2023-02-06,21:48:20,0,1413761844,e055766,eng.ebtihag alanzi,#ليب23 #موبايلي #ليب23   #LEAP23    #حائل robo barista  https://t.co/H2JCJ1CPfW,es,[],[],[],1,0,0,"['ليب23', 'موبايلي', 'ليب23', 'leap23', 'حائل']",[],https://twitter.com/e055766/status/1622713829669961731,False,1,https://pbs.twimg.com/ext_tw_video_thumb/1622713791325650944/pu/img/r0SDS_ff9bRuJsnr.jpg,[],,,,,,,,,,#ليب23 #موبايلي #ليب23   #LEAP23    #حائل robo barista  https://t.co/H2JCJ1CPfW,0.0,Neutral
