id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1623816936290234370,1623816936290234370,2023-02-09 22:51:41 UTC,2023-02-09,22:51:41,+0000,1529927714437734400,sun__shine6,هاجر الحارثي,,#LEAP23 أفضل 3 ايام بلا شك❤️  https://t.co/xaQfM7s2E7,ar,[],[],"['https://pbs.twimg.com/media/Foj03BQXoAY10Tz.jpg', 'https://pbs.twimg.com/media/Foj03BNWYAENVSO.jpg', 'https://pbs.twimg.com/media/Foj03BNXwAEashi.jpg', 'https://pbs.twimg.com/media/Foj03BMWYAAny2b.jpg']",0,0,1,['leap23'],[],https://twitter.com/Sun__shine6/status/1623816936290234370,False,,1,https://pbs.twimg.com/media/Foj03BQXoAY10Tz.jpg,,,,,,,[],,,,
1623815948858793995,1623815948858793995,2023-02-09 22:47:45 UTC,2023-02-09,22:47:45,+0000,1513304183759417362,kayannm1,كيان,,#LEAP23 🤍  https://t.co/nwfF0XkrNG,und,[],[],"['https://pbs.twimg.com/media/Fojz_heXwAE5pZ-.jpg', 'https://pbs.twimg.com/media/Fojz_hZXwAEXjEr.jpg', 'https://pbs.twimg.com/media/Fojz_haWYAAw4Ll.jpg']",0,0,0,['leap23'],[],https://twitter.com/Kayannm1/status/1623815948858793995,False,,1,https://pbs.twimg.com/media/Fojz_heXwAE5pZ-.jpg,,,,,,,[],,,,
1623815868068118528,1623020241365225473,2023-02-09 22:47:26 UTC,2023-02-09,22:47:26,+0000,1404958335808462857,raghad_alateeq,Raghad✨,,"A new day, a new adventure #LEAP23 #SAFCSP #McitGovSa  https://t.co/i7g0Q87MbE",en,[],[],['https://pbs.twimg.com/media/Fojz7ALWIAAlc0K.jpg'],0,0,0,"['leap23', 'safcsp', 'mcitgovsa']",[],https://twitter.com/raghad_alateeq/status/1623815868068118528,False,,1,https://pbs.twimg.com/media/Fojz7ALWIAAlc0K.jpg,,,,,,,[],,,,
1623815145813118977,1623815145813118977,2023-02-09 22:44:34 UTC,2023-02-09,22:44:34,+0000,3293391292,somx_71,sadeem Bin mufayrij,,أجمل لحظة حدث #ليب  حدث عالمي وخيالي🤍🚀.  شكرًا فريق الإبداع الأبطال في @Crowd_Analyzer 🤍✨..  #Leap  #LEAP23  #ليب  https://t.co/KHzxhNxpLU,ar,"[{'screen_name': 'crowd_analyzer', 'name': 'crowd analyzer', 'id': '1683069774'}]",[],[],0,0,0,"['ليب', 'leap', 'leap23', 'ليب']",[],https://twitter.com/Somx_71/status/1623815145813118977,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1623815095951171584/pu/img/7ICwT8veW8t3T33x.jpg,,,,,,,[],,,,
1623814425651159046,1623697903138004993,2023-02-09 22:41:42 UTC,2023-02-09,22:41:42,+0000,587866551,engmorayh,م.مريح القحطاني,,@moyasarcom تعاون مثمر و انطلاقه موفقه في مجال التقنية المالية ،، كل التوفيق ..  #LEAP23,ar,[],[],[],0,0,0,['leap23'],[],https://twitter.com/EngMorayh/status/1623814425651159046,False,,0,,,,,,,,"[{'screen_name': 'moyasarcom', 'name': 'Moyasar مُـيـسّـر', 'id': '3317143862'}]",,,,
1623813489465647104,1623813489465647104,2023-02-09 22:37:59 UTC,2023-02-09,22:37:59,+0000,357392257,delltechmea,Dell Technologies MEA,,Thank you to our partners and all of our visitors for making the #DellTech #Leap23 presence an unforgettable one!  #Riyadh  https://t.co/wvwtaDaWat,en,[],[],['https://pbs.twimg.com/media/FojxwtiXsAExFp0.jpg'],0,1,2,"['delltech', 'leap23', 'riyadh']",[],https://twitter.com/DellTechMEA/status/1623813489465647104,False,,1,https://pbs.twimg.com/media/FojxwtiXsAExFp0.jpg,,,,,,,[],,,,
1623812968910561283,1622247680184303617,2023-02-09 22:35:55 UTC,2023-02-09,22:35:55,+0000,1473938118915014665,khstkh1,𓊈𒆜🅺🅰🆈🅰🅽𒆜𓊉,,@ZainKSA من تصويري في اليوم الختامي كان خير ختام معاكم  يوم الخميس الونيس في المؤتمر  #LEAP23                @ZainKSA #جناح_زين 💚  https://t.co/Twm7EGxUQd,ar,"[{'screen_name': 'zainksa', 'name': 'زين السعودية', 'id': '544365308'}]",[],['https://pbs.twimg.com/media/FojxSAlWcAA0f6L.jpg'],0,0,0,"['leap23', 'جناح_زين']",[],https://twitter.com/khstkh1/status/1623812968910561283,False,,1,https://pbs.twimg.com/media/FojxSAlWcAA0f6L.jpg,,,,,,,"[{'screen_name': 'ZainKSA', 'name': 'زين السعودية', 'id': '544365308'}]",,,,
1623812215923933185,1622247680184303617,2023-02-09 22:32:55 UTC,2023-02-09,22:32:55,+0000,1239472934,engasim33,عاصم | #بطل_السوبر 🤫🏆,,@ZainKSA @ZainKSA  صورتين من #جناح_زين في اليوم الختامي من #LEAP23 أتمنى تنال اعجابكم  https://t.co/xNbD7GvPNS,ar,[],[],"['https://pbs.twimg.com/media/FojwmG-WYAMP5i0.jpg', 'https://pbs.twimg.com/media/FojwmjGXwAEJvya.jpg']",0,0,0,"['جناح_زين', 'leap23']",[],https://twitter.com/EngAsim33/status/1623812215923933185,False,,1,https://pbs.twimg.com/media/FojwmG-WYAMP5i0.jpg,,,,,,,"[{'screen_name': 'ZainKSA', 'name': 'زين السعودية', 'id': '544365308'}]",,,,
1623812056905314307,1623812056905314307,2023-02-09 22:32:17 UTC,2023-02-09,22:32:17,+0000,1444009078775222275,01r00t,SARA,,February @ LEAP #LEAP23   Riyadh represents the future obviously 🦾💗  https://t.co/p6HIwl0b9L,en,[],[],[],0,0,0,['leap23'],[],https://twitter.com/01r00t/status/1623812056905314307,False,,1,https://pbs.twimg.com/media/FojwZT7WIAAAPmn.jpg,,,,,,,[],,,,
1623811924537360386,1622247680184303617,2023-02-09 22:31:46 UTC,2023-02-09,22:31:46,+0000,2525460152,ali_altigani_m,ABO A L I,,@ZainKSA مشاركتي من اليوم الاخير 💚💚💚💚  فالنا الفوز معكم يارب @ZainKSA    #LEAP23  #جناح_زين  https://t.co/KnUqha7IoW,ar,"[{'screen_name': 'zainksa', 'name': 'زين السعودية', 'id': '544365308'}]",[],['https://pbs.twimg.com/media/FojwPKYX0AAsxk7.jpg'],0,0,0,"['leap23', 'جناح_زين']",[],https://twitter.com/ali_altigani_m/status/1623811924537360386,False,,1,https://pbs.twimg.com/media/FojwPKYX0AAsxk7.jpg,,,,,,,"[{'screen_name': 'ZainKSA', 'name': 'زين السعودية', 'id': '544365308'}]",,,,
