id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1622324762130235392,1622324762130235392,2023-02-05 20:02:19 UTC,2023-02-05,20:02:19,+0000,1089425296728707072,_abdulrahmanw,Abdulrahman 🚀,,حماس كبيير للمعرض 🤩🔥.. باذن الله راح احضر يومين أقل شيء  نشوفكم هِناك 💜 #LEAP23,ar,[],[],[],0,0,0,['leap23'],[],https://twitter.com/_abdulrahmanw/status/1622324762130235392,False,,0,,,,,,,,[],,,,
1622324700134129665,1622324700134129665,2023-02-05 20:02:04 UTC,2023-02-05,20:02:04,+0000,1294028687927578626,winged100,Razan,,#LEAP23 ثلاث أيام من الحماس في إنتظاري,ar,[],[],[],0,0,0,['leap23'],[],https://twitter.com/Winged100/status/1622324700134129665,False,,0,,,,,,,,[],,,,
1622324644366749701,1622324644366749701,2023-02-05 20:01:51 UTC,2023-02-05,20:01:51,+0000,60327493,sabqorg,صحيفة سبق الإلكترونية,,مؤتمر LEAP2023.. الريادة الرقمية السعودية لحل تحديات العالم الاجتماعية والثقافية.  #ليب  #LEAP23    https://t.co/ORUbq7hBfl,ar,[],['https://sabq.org/saudia/6n38vhk2g1'],[],7,0,0,"['ليب', 'leap23']",[],https://twitter.com/sabqorg/status/1622324644366749701,False,,0,,,,,,,,[],,,,
1622324357040070661,1622324357040070661,2023-02-05 20:00:42 UTC,2023-02-05,20:00:42,+0000,792056376604385280,stvcapital,STV,,"Join us tomorrow at #LEAP23 for the Path to IPO: Exit Horizons for MENA Startups panel, with Floward’s @aballoughani, @tadawul’s Nayef Alathel, and STV’s @anaimi and Yazeed Alturki.   🗓️ 6 February, 2023 🕑 12:45 - 13:35 PM 📍 Code Stage  https://t.co/ZsQ2JSAGem",en,"[{'screen_name': 'aballoughani', 'name': 'abdulaziz b. al loughani عبدالعزيز باسم اللوغاني', 'id': '848001938'}, {'screen_name': 'tadawul', 'name': 'saudi exchange | تداول السعودية', 'id': '269674454'}, {'screen_name': 'anaimi', 'name': 'ahmad alnaimi', 'id': '16881468'}]",[],['https://pbs.twimg.com/media/FoOnQ3WXkAECSJM.jpg'],0,1,1,['leap23'],[],https://twitter.com/STVcapital/status/1622324357040070661,False,,1,https://pbs.twimg.com/media/FoOnQ3WXkAECSJM.jpg,,,,,,,[],,,,
1622324054748286977,1622324054748286977,2023-02-05 19:59:30 UTC,2023-02-05,19:59:30,+0000,782236963,faisal_binsaeed,فيصل بن سعيد,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/1zfuz3VdsR",en,[],['https://app.ingo.me/q/laoud'],[],0,0,0,['leap23'],[],https://twitter.com/Faisal_binsaeed/status/1622324054748286977,False,,0,,,,,,,,[],,,,
1622322938480304129,1622322938480304129,2023-02-05 19:55:04 UTC,2023-02-05,19:55:04,+0000,51426152,elm,عِلم,,ساعات تفصلنا عن انطلاق الحدث التقني المنتظر عالميًا  #LEAP23  سجّل حضورك.. وشرّفنا بزيارتك:  https://t.co/XogNU5EurC  https://t.co/5PAMASlG1B,ar,[],['https://bit.ly/3DDONyD'],"['https://pbs.twimg.com/media/FoOmFEMXoAEI7fM.jpg', 'https://pbs.twimg.com/media/FoOmGRsXwAEjQCc.jpg']",1,5,6,['leap23'],[],https://twitter.com/elm/status/1622322938480304129,False,,1,https://pbs.twimg.com/media/FoOmFEMXoAEI7fM.jpg,,,,,,,[],,,,
1622322820343828480,1622322820343828480,2023-02-05 19:54:36 UTC,2023-02-05,19:54:36,+0000,1328059945313574920,msmis3,مشاري,,اليوم كل شي داخله فيه التقنية حتى دخولك للمؤتمر لازم تكون مسجل من قبل والافضل تلحق قبل يمتلي العدد #LEAP23  https://t.co/EnlUG6Wy22,ar,[],[],['https://pbs.twimg.com/media/FoOmAH7XgAMC_87.jpg'],0,0,0,['leap23'],[],https://twitter.com/Msmis3/status/1622322820343828480,False,,1,https://pbs.twimg.com/media/FoOmAH7XgAMC_87.jpg,,,,,,,[],,,,
1622322573827608582,1622322573827608582,2023-02-05 19:53:37 UTC,2023-02-05,19:53:37,+0000,1326430559430729728,hamdt4,hamad,,#مؤتمر_ليب23 اللي يبي يستفيد والله نصيحة سجل من الحين واحضر واستفد هالشي فرصة انه متواجد في المملكة وفيه تعريف للمفهوم الجديد للتقنية #LEAP23  https://t.co/d5teXMD0h2,ar,[],[],['https://pbs.twimg.com/media/FoOlx43XgAAwP7C.jpg'],0,0,0,"['مؤتمر_ليب23', 'leap23']",[],https://twitter.com/Hamdt4/status/1622322573827608582,False,,1,https://pbs.twimg.com/media/FoOlx43XgAAwP7C.jpg,,,,,,,[],,,,
1622322351424552962,1622322351424552962,2023-02-05 19:52:44 UTC,2023-02-05,19:52:44,+0000,1325688054649155585,yaamifisal,Fisal,,تم التسجيل 😍😍 متحمس لشركات الفنتك ومستقبلها #مؤتمر_ليب23 #LEAP23  https://t.co/usZ7SIAVPJ,ar,[],[],['https://pbs.twimg.com/media/FoOlkx9XEAEF4vq.jpg'],0,0,0,"['مؤتمر_ليب23', 'leap23']",[],https://twitter.com/YaamiFisal/status/1622322351424552962,False,,1,https://pbs.twimg.com/media/FoOlkx9XEAEF4vq.jpg,,,,,,,[],,,,
1622322160445390849,1622322160445390849,2023-02-05 19:51:58 UTC,2023-02-05,19:51:58,+0000,962725219235516416,ejada_systems,EJADA SYSTEMS,,"EJADA Systems is excited to join #LEAP23 and share how digital transformation solutions help businesses grow and succeed! Our team of experts will be at Hall3, IBM Booth, Stand #G50 to answer questions.  Don't miss out on this opportunity. #EJADASystems #Intonewworlds #LEAP23 #AI  https://t.co/NvB0rjVh3U",en,[],[],['https://pbs.twimg.com/media/FoOkJsRWAAE2f_H.jpg'],0,0,0,"['leap23', 'g50', 'ejadasystems', 'intonewworlds', 'leap23', 'ai']",[],https://twitter.com/EJADA_SYSTEMS/status/1622322160445390849,False,,1,https://pbs.twimg.com/media/FoOkJsRWAAE2f_H.jpg,,,,,,,[],,,,
1622322061686210561,1622322061686210561,2023-02-05 19:51:35 UTC,2023-02-05,19:51:35,+0000,1327809436283441152,qasmt4,قاسم,,باشباب لحد يفوت المعرض تراه اضافه وفرصة كبيره #LEAP23  https://t.co/gglGQvOVhx,ar,[],[],['https://pbs.twimg.com/media/FoOlUJKXkAAZ1LL.jpg'],0,0,0,['leap23'],[],https://twitter.com/Qasmt4/status/1622322061686210561,False,,1,https://pbs.twimg.com/media/FoOlUJKXkAAZ1LL.jpg,,,,,,,[],,,,
1622322034419138561,1622322034419138561,2023-02-05 19:51:28 UTC,2023-02-05,19:51:28,+0000,770002895852998657,krooosmadrid,_Hope,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/d8lrFJm2bz",en,[],['https://app.ingo.me/q/10nud'],[],0,0,0,['leap23'],[],https://twitter.com/krooosMadrid/status/1622322034419138561,False,,0,,,,,,,,[],,,,
