id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1623094515706765315,1623094515706765315,2023-02-07 23:01:02 UTC,2023-02-07,23:01:02,+0000,921114418385059840,hoomanminai,Hooman Minai,,"Just one more week until @Proofpoint joins 100,000+ tech innovators and leading experts from around the world at @LEAPandInnovate!  Find @Proofpoint at #LEAP23 from 6-9 February at #Riyadh, Saudi Arabia, at @EXN_ME stand EXN H4 C50.  https://t.co/rcR30hAItv",en,"[{'screen_name': 'proofpoint', 'name': 'proofpoint', 'id': '20804169'}, {'screen_name': 'leapandinnovate', 'name': 'leap', 'id': '1246772623247319040'}, {'screen_name': 'proofpoint', 'name': 'proofpoint', 'id': '20804169'}, {'screen_name': 'exn_me', 'name': 'exclusive networks', 'id': '250135699'}]",[],['https://pbs.twimg.com/media/FoZj3G_X0AExfUN.jpg'],0,0,0,"['leap23', 'riyadh']",[],https://twitter.com/HoomanMinai/status/1623094515706765315,False,,1,https://pbs.twimg.com/media/FoZj3G_X0AExfUN.jpg,,,,,,,[],,,,
1623094229042966528,1623094229042966528,2023-02-07 22:59:54 UTC,2023-02-07,22:59:54,+0000,473129911,samah_malibari,Samah 🖥 Malibari,,"تغطية اليوم كانت بعنوان ""كم #روبوت شفت في #ليب23 ؟""  How many #robots have you seen @LEAPandInnovate ???   #ليب #مؤتمر_ليب23 #ليب_2023 #ليب٢٣ #leap #LEAP23 #LEAP  #Riyadh #SaudiArabia  https://t.co/tx4Ivr3hLr",und,"[{'screen_name': 'leapandinnovate', 'name': 'leap', 'id': '1246772623247319040'}]",[],[],0,0,0,"['روبوت', 'ليب23', 'robots', 'ليب', 'مؤتمر_ليب23', 'ليب_2023', 'ليب٢٣', 'leap', 'leap23', 'leap', 'riyadh', 'saudiarabia']",[],https://twitter.com/Samah_malibari/status/1623094229042966528,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1623093889774002181/pu/img/DfEodyQL0E5qcmTv.jpg,,,,,,,[],,,,
1623092766765989888,1623092766765989888,2023-02-07 22:54:05 UTC,2023-02-07,22:54:05,+0000,1619752257775452161,saraalamah,Sara Abu Alamah,,زيارتي الاولى لمعرض #LEAP23 راح تكون غداً ان شاء الله، هل يُفضل الذهاب بكريم ولا بسيارتي افضل؟,ar,[],[],[],0,0,0,['leap23'],[],https://twitter.com/SaraAlamah/status/1623092766765989888,False,,0,,,,,,,,[],,,,
1623092656111857675,1623092656111857675,2023-02-07 22:53:39 UTC,2023-02-07,22:53:39,+0000,83387532,talal_almshan,طلال المشعان,,#LEAP23 شيء عظيم للامانة وفخر ان المملكة هي اللي تنظمة شفت عمل جبار وضخم وكل الشركات التقنية العالمية مشاركة وموجودة عندنا بالرياض يدل على نجاح #مؤتمر_ليب23 وان المملكة رائدة بهذا المجال الكبير👍🏻😍,ar,[],[],[],0,0,0,"['leap23', 'مؤتمر_ليب23']",[],https://twitter.com/talal_almshan/status/1623092656111857675,False,,0,,,,,,,,[],,,,
1623092075334860800,1623092075334860800,2023-02-07 22:51:21 UTC,2023-02-07,22:51:21,+0000,104062311,amal_mohammed90,AMAL,,النجاح الكبير لـ #مؤتمر_ليب23 بالنسخة الاولى خلانا نقيم نفس هذا المؤتمر التقني الكبير مره ثانية عندنا بالمملكة، وراح يكون مؤتمر سنوي لان له اهمية كبيرة👏🏻👏🏻 #LEAP23,ar,[],[],[],0,0,0,"['مؤتمر_ليب23', 'leap23']",[],https://twitter.com/amal_mohammed90/status/1623092075334860800,False,,0,,,,,,,,[],,,,
1623091783944097796,1623091783944097796,2023-02-07 22:50:11 UTC,2023-02-07,22:50:11,+0000,1590490920608219137,glceii,g,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/j1zY9Eifaf",en,[],['https://app.ingo.me/q/c7exd'],[],0,0,0,['leap23'],[],https://twitter.com/glceii/status/1623091783944097796,False,,0,,,,,,,,[],,,,
1623091563482996736,1623091563482996736,2023-02-07 22:49:18 UTC,2023-02-07,22:49:18,+0000,291331938,khaled_alsaleh7,خالد الصالح,,يعتبر #LEAP23  اللي تستضيفة المملكة واللي كل العالم تشوفه واللي جايينه ناس من كل العالم هذا يبين للكل عن مكانة المملكة وريادتها بهذا المجال العظيم😍 #مؤتمر_ليب23,ar,[],[],[],0,0,0,"['leap23', 'مؤتمر_ليب23']",[],https://twitter.com/khaled_alsaleh7/status/1623091563482996736,False,,0,,,,,,,,[],,,,
1623090737003855872,1623090737003855872,2023-02-07 22:46:01 UTC,2023-02-07,22:46:01,+0000,91506919,abdullah_alq12,عبدالله القحطاني,,#مؤتمر_ليب23 من اكبر واضخم المؤتمرات الخاصة بالتقنية واقامة المملكة لنفس هذا المؤتمر يدل على حرصها الكبير لهذا القطاع الواعد واللي ينمو بشكل كبير ويعتبر هو المستقبل👍🏻👍🏻 #LEAP23,ar,[],[],[],0,0,0,"['مؤتمر_ليب23', 'leap23']",[],https://twitter.com/abdullah_alq12/status/1623090737003855872,False,,0,,,,,,,,[],,,,
1623090683903979520,1622247680184303617,2023-02-07 22:45:49 UTC,2023-02-07,22:45:49,+0000,1261345767287128067,kejooos,Kejooo_Store,,@ZainKSA #جناح_زين 💚#LEAP23  https://t.co/MpqEnrz7SK,und,[],[],['https://pbs.twimg.com/media/FoZgYAuWcAAM0It.jpg'],0,0,0,"['جناح_زين', 'leap23']",[],https://twitter.com/KejoooS/status/1623090683903979520,False,,1,https://pbs.twimg.com/media/FoZgYAuWcAAM0It.jpg,,,,,,,"[{'screen_name': 'ZainKSA', 'name': 'زين السعودية', 'id': '544365308'}]",,,,
1623090680640811008,1623090680640811008,2023-02-07 22:45:48 UTC,2023-02-07,22:45:48,+0000,1154385968486469632,eventicaevn,eventica,,Leap blockchain conference @LEAPandInnovate   #project #saudiarabia #dubai #blockchain #blockchaintechnology #fintech #metaverse #leap2023 #leap23 #nftcommunity #bitcoin #btc #hackathon2023 #cryptocurrency #gaming #movetoearn #playtoearn #defi #farming  https://t.co/rlPdZpXcIf,en,"[{'screen_name': 'leapandinnovate', 'name': 'leap', 'id': '1246772623247319040'}]",[],"['https://pbs.twimg.com/media/FoZgTe9XEAEyrAK.jpg', 'https://pbs.twimg.com/media/FoZgTfLWYAI1yGz.jpg', 'https://pbs.twimg.com/media/FoZgTfAXsAI4-TY.jpg', 'https://pbs.twimg.com/media/FoZgTezXoAEsnLI.jpg']",1,0,2,"['project', 'saudiarabia', 'dubai', 'blockchain', 'blockchaintechnology', 'fintech', 'metaverse', 'leap2023', 'leap23', 'nftcommunity', 'bitcoin', 'btc', 'hackathon2023', 'cryptocurrency', 'gaming', 'movetoearn', 'playtoearn', 'defi', 'farming']",[],https://twitter.com/EventicaEVN/status/1623090680640811008,False,,1,https://pbs.twimg.com/media/FoZgTe9XEAEyrAK.jpg,,,,,,,[],,,,
