id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1622718511909949441,1622718511909949441,2023-02-06 22:06:56 UTC,2023-02-06,22:06:56,+0000,418182612,phdahmad,Dr.Ahmad Alhindi د.أحمد حسن الهندي,,🌟ابننا الغالي محمد احد الابطال المطورين و المبدعين معي في مقرر #البرمجة   حضر #ليب23 #LEAP23  وبيعمل تغطية رائعة في حسابه لا تفوتكم يا مبدعي #كلية_الحاسب_جامعة_أم_القرى  وجميع الشباب في مجموعات البرمجة🎉🌟,ar,[],[],[],0,0,0,"['البرمجة', 'ليب23', 'leap23', 'كلية_الحاسب_جامعة_أم_القرى']",[],https://twitter.com/phdahmad/status/1622718511909949441,False,https://twitter.com/rjc336/status/1622597640004173824,0,,,,,,,,[],,,,
1622718415440936982,1622718415440936982,2023-02-06 22:06:33 UTC,2023-02-06,22:06:33,+0000,1536510144833519617,444hhhgg,h,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/ZEWHj46OtC",en,[],['https://app.ingo.me/q/7abwd'],[],0,0,0,['leap23'],[],https://twitter.com/444hhhgg/status/1622718415440936982,False,,0,,,,,,,,[],,,,
1622718192417210424,1622718192417210424,2023-02-06 22:05:40 UTC,2023-02-06,22:05:40,+0000,3144644218,ahmedkaram_t,Ahmed Karam أحمد كرم,,في #ليب23.. أطلقت #سدايا #مبادرة #البيئة_التشريعية_التجريبية #للبيانات و#الخصوصية في نسختها الأولى لدعم #الابتكار و#ريادة_الأعمال في مختلف المجالات. In #Leap23.. #SDAIA launched the #experimental #legislative #environment #initiative for #data and #pr… https://t.co/7K6GgsHOGd,ar,[],['https://lnkd.in/dTDubbiK'],[],0,0,0,"['ليب23', 'سدايا', 'مبادرة', 'البيئة_التشريعية_التجريبية', 'للبيانات', 'الابتكار', 'leap23', 'sdaia', 'experimental', 'legislative', 'environment', 'initiative', 'data', 'pr']",[],https://twitter.com/AhmedKaram_t/status/1622718192417210424,False,,0,,,,,,,,[],,,,
1622718009193406465,1622718009193406465,2023-02-06 22:04:56 UTC,2023-02-06,22:04:56,+0000,1267400181819064320,thinkin_ca,ThinkIn,,حصلت المملكة على استثمارات وصلت ل 9 مليار دولار خلال الساعات الأولى من مؤتمر Leap23 .  شركة ميتا ستكون كذلك من ضمن المستثمرين في السعودية من خلال افتتاح أول أكاديمية للميتافيرس في الشرق الأوسط وشمال إفريقيا.  #السعودية #LEAP23  https://t.co/w7e0bkAsrd,ar,[],[],['https://pbs.twimg.com/media/FoUNbT3akAANuFk.jpg'],0,0,0,"['السعودية', 'leap23']",[],https://twitter.com/thinkin_ca/status/1622718009193406465,False,,1,https://pbs.twimg.com/media/FoUNbT3akAANuFk.jpg,,,,,,,[],,,,
1622717750350151695,1622717750350151695,2023-02-06 22:03:54 UTC,2023-02-06,22:03:54,+0000,2948877361,emem3227,MohammedE,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/RxIVBeWzUj",en,[],['https://app.ingo.me/q/c9awd'],[],0,0,0,['leap23'],[],https://twitter.com/emem3227/status/1622717750350151695,False,,0,,,,,,,,[],,,,
1622717291199692805,1622717291199692805,2023-02-06 22:02:05 UTC,2023-02-06,22:02:05,+0000,1277055119180402688,altheb26,الثقفي,,"قناة الإخبارية/ فيديو | ""حلم رؤية 2030 يتحقق""... #الإخبارية تلتقي أول روبورت بشري صنع بأيد سعودية في مؤتمر #ليب23 #نشرة_النهار #الإخبارية #LEAP23 - عبر تطبيق نبض @NabdApp   https://t.co/Fv70GJijfZ",ar,"[{'screen_name': 'nabdapp', 'name': 'تطبيق نبض nabd app', 'id': '941109194'}]",['http://nabdapp.com/t/114972699'],[],2,0,1,"['الإخبارية', 'ليب23', 'نشرة_النهار', 'الإخبارية', 'leap23']",[],https://twitter.com/Altheb26/status/1622717291199692805,False,,0,,,,,,,,[],,,,
1622717128297119746,1622717128297119746,2023-02-06 22:01:26 UTC,2023-02-06,22:01:26,+0000,240968440,mohmd_baghlaf,بغلف | Baghlaf 〽️,,هل سينافس واتساب و تيليجرام بالمنطقة العربية. مؤتمر #LEAP23: إطلاق تطبيق Beem للمراسلة الفورية عالية الجودة بشراكة بين Stc و MENA Communication الصينية. ⬇️  https://t.co/Du0cHimJiM,ar,[],[],"['https://pbs.twimg.com/media/FoUMnsVXgAkWaGV.jpg', 'https://pbs.twimg.com/media/FoUMoKYXgB4a4ar.jpg']",0,0,0,['leap23'],[],https://twitter.com/MOHMD_BAGHLAF/status/1622717128297119746,False,,1,https://pbs.twimg.com/media/FoUMnsVXgAkWaGV.jpg,,,,,,,[],,,,
1622717009573326848,1622717009573326848,2023-02-06 22:00:58 UTC,2023-02-06,22:00:58,+0000,1444713252936638472,m24_po,ملك,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/oQxTnHz9PN",en,[],['https://app.ingo.me/q/76awd'],[],0,0,0,['leap23'],[],https://twitter.com/m24_po/status/1622717009573326848,False,,0,,,,,,,,[],,,,
1622715920589225990,1622715920589225990,2023-02-06 21:56:38 UTC,2023-02-06,21:56:38,+0000,1137538710,fatimahturki_,فاطمة الرشيد,,اليوم تم اعلان تخرج محمد و فيصل -ماشاء الله- ضمن حفل تخرج طلاب وطالبات أكاديمية طويق في معرض #LEAP23 وبهذه المناسبة فخوره جدًا بمسيرتهم في علوم البرمجة و الذكاء الاصطناعي لاقوة إلا بالله، وسعيده بخوضهم التجربه ونطمح بمزيد من التقدم التقني يد بيد  https://t.co/QGtrBLhEUx,ar,[],[],"['https://pbs.twimg.com/media/FoULhZDXgBMFypd.jpg', 'https://pbs.twimg.com/media/FoULhZTXgBYKaCR.jpg', 'https://pbs.twimg.com/media/FoULhZkXgAAsX4c.jpg']",0,0,0,['leap23'],[],https://twitter.com/FatimahTurki_/status/1622715920589225990,False,,1,https://pbs.twimg.com/media/FoULhZDXgBMFypd.jpg,,,,,,,[],,,,
1622715597946585095,1622715597946585095,2023-02-06 21:55:21 UTC,2023-02-06,21:55:21,+0000,1483924531727286273,murdhi_s,م. ابو نوف,,"تطبيق بيم السعودي تم اطلاقه في مؤتمر #LEAP23  التطبيق مراسلات فورية و مكالمات صوتيه و مكالمات فيديو ""بديل الواتساب""  - اتمنى تكون خوادم الاستضافة محلية و ذات نطاق عالي، عشان نجري مكالمات صوت و فيديو او مشاركة صور و فيديوهات بجودة عالية.  @TheBeemApp  https://t.co/X5urYZ9p9B",ar,"[{'screen_name': 'thebeemapp', 'name': 'beem', 'id': '1588268301477679105'}]",[],['https://pbs.twimg.com/media/FoULPJYXgAM7-Hv.jpg'],0,0,0,['leap23'],[],https://twitter.com/murdhi_s/status/1622715597946585095,False,,1,https://pbs.twimg.com/media/FoULPJYXgAM7-Hv.jpg,,,,,,,[],,,,
1622715515411070994,1622715515411070994,2023-02-06 21:55:02 UTC,2023-02-06,21:55:02,+0000,474886468,saudinews50,أخبار السعودية,,"""الذكاء الاصطناعي"" رؤية واعدة وطموح عالية..  الروبوت سارة.. صناعة سعودية بلهجة عامية  #LEAP23  #مؤتمر_ليب23  -  https://t.co/QoZgpWWfll",ar,[],[],['https://pbs.twimg.com/media/FoULJ67XgAczLcI.jpg'],38,10,26,"['leap23', 'مؤتمر_ليب23']",[],https://twitter.com/SaudiNews50/status/1622715515411070994,False,,1,https://pbs.twimg.com/media/FoULJ67XgAczLcI.jpg,,,,,,,[],,,,
1622715372230115343,1622715372230115343,2023-02-06 21:54:27 UTC,2023-02-06,21:54:27,+0000,4220327104,a_a0w2,A,,اخخ من الفاينلز والبروجكت 😔💔 #LEAP23,ar,[],[],[],0,0,0,['leap23'],[],https://twitter.com/a_a0w2/status/1622715372230115343,False,,0,,,,,,,,[],,,,
1622715152847044631,1622715152847044631,2023-02-06 21:53:35 UTC,2023-02-06,21:53:35,+0000,954870573297029120,hindaalsuliman,هـنـد,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/Cq63Z66Z5f",en,[],['https://app.ingo.me/q/o1awd'],[],0,0,0,['leap23'],[],https://twitter.com/hindAalsuliman/status/1622715152847044631,False,,0,,,,,,,,[],,,,
1622714264384405543,1622714264384405543,2023-02-06 21:50:03 UTC,2023-02-06,21:50:03,+0000,169775941,alexfe15,Alex Fedosseev,,"It was a bit unusual mix of KSA traditional appearance with CES-style glamour and vibe of a major tech event. One thing was clear: the hosts in Riyadh were super nice and welcoming to us, exploring guests. @1World_Online @DCMSwiss #Web3 #LEAP23",en,"[{'screen_name': '1world_online', 'name': '1world online', 'id': '834326960'}, {'screen_name': 'dcmswiss', 'name': 'dcm swiss', 'id': '1442879779561254914'}]",[],[],0,0,0,"['web3', 'leap23']",[],https://twitter.com/alexfe15/status/1622714264384405543,False,https://twitter.com/LEAPandInnovate/status/1622632270514343937,0,,,,,,,,[],,,,
1622714212224040964,1622714212224040964,2023-02-06 21:49:51 UTC,2023-02-06,21:49:51,+0000,570276090,eng_mohammedgh,محمد الغنام,,#LEAP23  #ليب23  لازم نزوره 👏🏻 مملكتنا كل سنه تبدع وتستقطب الله لا يغير علينا من ابداع لإبداع 🔝,ar,[],[],[],1,0,0,"['leap23', 'ليب23']",[],https://twitter.com/eng_mohammedgh/status/1622714212224040964,False,,0,,,,,,,,[],,,,
1622714168611667968,1622714168611667968,2023-02-06 21:49:41 UTC,2023-02-06,21:49:41,+0000,454215585,red_hadi,هادي,,بكتب لكم تجربتنا مع ليب بأول يوم لأن جاني كم سؤال ويمكن الموضوع يفيد اللي ناوي يروح:  #LEAP23,ar,[],[],[],1,0,3,['leap23'],[],https://twitter.com/red_hadi/status/1622714168611667968,False,,0,,,,,,,,[],,,,
1622713927640514564,1622713927640514564,2023-02-06 21:48:43 UTC,2023-02-06,21:48:43,+0000,1392500748525744132,nora_alsa0,نورة الصالح,,#LEAP23  #نبتكر_لصحتك  https://t.co/mlusMgtZuB,qme,[],[],[],0,0,0,"['leap23', 'نبتكر_لصحتك']",[],https://twitter.com/Nora_alsa0/status/1622713927640514564,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1622713844513505280/pu/img/D4yNym7cI3FdHtTK.jpg,,,,,,,[],,,,
1622713829669961731,1622713829669961731,2023-02-06 21:48:20 UTC,2023-02-06,21:48:20,+0000,1413761844,e055766,eng.ebtihag alanzi,,#ليب23 #موبايلي #ليب23   #LEAP23    #حائل robo barista  https://t.co/H2JCJ1CPfW,es,[],[],[],1,0,0,"['ليب23', 'موبايلي', 'ليب23', 'leap23', 'حائل']",[],https://twitter.com/e055766/status/1622713829669961731,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1622713791325650944/pu/img/r0SDS_ff9bRuJsnr.jpg,,,,,,,[],,,,
1622713095368892416,1622713095368892416,2023-02-06 21:45:25 UTC,2023-02-06,21:45:25,+0000,1297623823202779136,gotelecom_ksa,GO Telecom - قو للاتصالات,,وقَّعت ⁧#قو_للاتصالات اتفاقية مع شركة @ribboncomm والتي تقدم برامج الاتصالات وحلول IP والشبكات الضوئية لمقدمي الخدمات والشركات وقطاعات البنية التحتية الحيوية على مستوى العالم. ⁦#LEAP23  https://t.co/Th0KySfv4T,ar,"[{'screen_name': 'ribboncomm', 'name': 'ribbon', 'id': '909818243186962433'}]",[],['https://pbs.twimg.com/media/FoUI11JXgAAdh0N.png'],0,0,0,"['قو_للاتصالات', 'leap23']",[],https://twitter.com/GOTelecom_KSA/status/1622713095368892416,False,,1,https://pbs.twimg.com/media/FoUI11JXgAAdh0N.png,,,,,,,[],,,,
1622712900430299136,1622712900430299136,2023-02-06 21:44:38 UTC,2023-02-06,21:44:38,+0000,1566487126878961664,bc1_aj,Aisha,,"It was an amazing day with amazing people, let's see you tomorrow and have rich conversations about #blockchain.  #LEAP23  https://t.co/hTOJS2ttb3",en,[],[],"['https://pbs.twimg.com/media/FoUIxq8XgBg6Oqn.jpg', 'https://pbs.twimg.com/media/FoUIxq2XgBoXIxo.jpg']",0,0,0,"['blockchain', 'leap23']",[],https://twitter.com/BC1_AJ/status/1622712900430299136,False,,1,https://pbs.twimg.com/media/FoUIxq8XgBg6Oqn.jpg,,,,,,,[],,,,
1622712851373629441,1622712851373629441,2023-02-06 21:44:26 UTC,2023-02-06,21:44:26,+0000,836642689181446144,alghaith113,رياض,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/N5zD5iSJKj",en,[],['https://app.ingo.me/q/muawd'],[],0,0,0,['leap23'],[],https://twitter.com/alghaith113/status/1622712851373629441,False,,0,,,,,,,,[],,,,
1622712660100874240,1622712660100874240,2023-02-06 21:43:41 UTC,2023-02-06,21:43:41,+0000,1056105144906080256,abu_ammar43,▪️﮼أبوعمار،آل،منصور ✍️,,معرض #السعودية_الرقمية في مؤتمر #ليب23 مع أبرز خدمات  #التأمينات_الاجتماعية الرقمية.  #GOSI #LEAP23  https://t.co/EMP7roSYS6,ar,[],[],[],1,0,0,"['السعودية_الرقمية', 'ليب23', 'التأمينات_الاجتماعية', 'gosi', 'leap23']",[],https://twitter.com/Abu_Ammar43/status/1622712660100874240,False,,1,https://pbs.twimg.com/amplify_video_thumb/1622712547290873863/img/kIQrK-WVMtMyfkog.jpg,,,,,,,[],,,,
1622712110877737084,1622712110877737084,2023-02-06 21:41:30 UTC,2023-02-06,21:41:30,+0000,1261474074301259777,wiixpo,ً,,"I just registered for my visitor's pass to attend #LEAP23 on 6-9 February 2023 at Riyadh Front Expo Centre, Saudi Arabia. Join me!  https://t.co/jgtUTfJIUm",en,[],['https://app.ingo.me/q/5rawd'],[],0,0,0,['leap23'],[],https://twitter.com/wiixpo/status/1622712110877737084,False,,0,,,,,,,,[],,,,
1622711783248068637,1622711783248068637,2023-02-06 21:40:12 UTC,2023-02-06,21:40:12,+0000,725975727443685376,sallsabil_22,سلسبيل✨,,افتتاح اكبر مؤتمر تقني👏 #ليب #ليب23 #مؤتمر_ليب23 #LEAP23 #LEAP  https://t.co/JMTvSGoKT4,ar,[],[],[],0,0,2,"['ليب', 'ليب23', 'مؤتمر_ليب23', 'leap23', 'leap']",[],https://twitter.com/Sallsabil_22/status/1622711783248068637,False,,1,https://pbs.twimg.com/media/FoUHOduXgAAvw6D.jpg,,,,,,,[],,,,
1622711732337795072,1622711732337795072,2023-02-06 21:40:00 UTC,2023-02-06,21:40:00,+0000,440155560,almnatiq,صحيفة المناطق السعودية,,"مؤتمر #LEAP23: إطلاق ""#هكتار"" أحدث تطبيقات التواصل الاجتماعي وأكثرها تنافسية   https://t.co/iXwX9qSLn0  #ليب23  https://t.co/Axhmo0bqBc",ar,[],['http://bit.ly/3Y7Zr9h'],"['https://pbs.twimg.com/media/FoUEV2LWAAEujS7.jpg', 'https://pbs.twimg.com/media/FoUEWEYWYAA_Ef9.jpg']",9,1,0,"['leap23', 'هكتار', 'ليب23']",[],https://twitter.com/AlMnatiq/status/1622711732337795072,False,,1,https://pbs.twimg.com/media/FoUEV2LWAAEujS7.jpg,,,,,,,[],,,,
1622711549021356050,1622711549021356050,2023-02-06 21:39:16 UTC,2023-02-06,21:39:16,+0000,465123478,mohamedalkaf10,Mohammed Alkaff,,ليب 23 يجذب استثمارات تتجاوز 9 مليارات دولار 🤖 #LEAP23,ar,[],[],[],1,0,0,['leap23'],[],https://twitter.com/MohamedAlkaf10/status/1622711549021356050,False,,0,,,,,,,,[],,,,
